OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
61463,48,005,000700,1400000US48005000700,48005000700,7,Angelina,TX,Texas,"Census Tract 7, Angelina County, Texas","3,834.00",521.00,"7,148.00",2.40,0.93,1.60,0.89,0.00,0.49,0.56,0.84,1.89,0.51,0.00,0.86,0.00,0.91,0.00,0.00,1.77,0.79,0.39,0.59,0.30,1.28,0.25,0.79,0.20,0.00,0.99,0.48,0.66,0.66,0.66,6.58,0.61,0.86,0.86,0.86,0.98,0.95,0.98,0.72,0.89,0.95,0.69,6.17,0.98,0.09,0.94,0.69,0.94,2.66,0.93,0.52,0.74,1.27,0.76,10.96,0.99,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,9.03,0.45,39.72,0.00,100.00,0.00,57.80,0.00,0.00,100.00,69.24,12.50,100.00,2.20,0.00,74.95,80.40,73.41,34.20,19.30,18.20,44.73,23.20,22.60,7.70,31.60,15.30,17.40,0.90,1.50,39.50,10.80,5.00,19.30,16.50,0.85,0.76,0.18,0.91,0.92,"8,115.25","2,896,469.79"
61464,48,005,000800,1400000US48005000800,48005000800,8,Angelina,TX,Texas,"Census Tract 8, Angelina County, Texas","5,933.00",536.00,"11,340.00",1.54,0.64,1.34,0.75,0.00,0.49,0.46,0.82,1.77,0.45,0.00,0.52,0.00,0.80,0.00,0.00,1.32,0.62,0.64,0.45,0.54,1.64,0.57,0.42,0.65,0.00,1.06,0.51,0.55,0.55,0.55,6.33,0.56,0.54,0.54,0.54,0.49,0.64,0.72,0.40,0.29,0.81,0.51,3.87,0.58,0.63,0.70,0.82,0.70,2.85,0.97,0.68,0.73,1.41,0.83,8.67,0.79,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,9.02,0.37,39.15,0.00,17.43,0.00,15.15,0.00,0.00,35.76,57.39,8.54,20.69,83.82,0.00,55.85,33.70,29.60,13.30,6.90,9.60,20.61,13.70,16.80,17.80,25.00,18.10,3.60,4.10,1.40,36.60,9.30,7.20,13.90,11.50,0.75,0.37,0.61,0.59,0.49,"23,063.82","19,052,246.20"
61465,48,005,000901,1400000US48005000901,48005000901,9.01,Angelina,TX,Texas,"Census Tract 9.01, Angelina County, Texas","6,377.00",637.00,"4,578.00",1.64,0.69,1.24,0.69,0.00,0.49,0.37,0.80,1.66,0.41,0.00,0.54,0.00,0.77,0.00,0.00,1.31,0.62,0.61,0.33,0.70,1.65,0.57,0.72,0.63,0.00,1.36,0.65,0.66,0.66,0.66,6.63,0.62,0.65,0.65,0.65,0.50,0.52,0.01,0.69,0.61,0.74,0.48,3.55,0.51,0.67,0.79,0.70,0.49,2.66,0.93,0.00,0.67,0.67,0.38,7.54,0.62,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,9.03,0.31,38.41,0.00,20.54,0.00,10.07,0.00,0.00,46.25,47.04,6.71,91.05,81.13,0.00,75.60,46.20,29.78,10.30,0.40,17.20,29.86,11.80,15.90,18.60,26.70,15.50,1.30,0.00,0.90,36.20,9.10,8.20,13.10,12.20,0.73,0.31,0.83,0.67,0.40,"14,040.66","9,849,908.89"
61466,48,005,000902,1400000US48005000902,48005000902,9.02,Angelina,TX,Texas,"Census Tract 9.02, Angelina County, Texas","3,704.00",372.00,"6,417.00",0.99,0.34,0.99,0.50,0.00,0.48,0.25,0.77,1.50,0.34,0.00,0.00,0.00,0.81,0.00,0.00,0.81,0.41,0.71,0.17,0.57,1.44,0.39,0.53,0.60,0.00,1.13,0.54,0.53,0.53,0.53,5.42,0.34,0.60,0.60,0.60,0.34,0.51,0.20,0.86,0.53,0.92,0.28,3.64,0.53,0.64,0.14,0.40,0.63,1.81,0.33,0.74,0.92,1.66,0.95,7.71,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.01,0.23,37.68,0.00,0.00,0.00,16.88,0.00,0.00,19.43,28.35,8.25,42.50,74.30,0.00,53.56,39.90,22.23,10.10,2.70,24.70,27.07,19.20,10.60,18.00,15.50,11.00,2.50,7.00,5.90,29.30,9.00,6.10,13.30,9.10,0.34,0.28,0.37,0.29,0.42,"17,329.84","11,058,562.46"
61467,48,005,001001,1400000US48005001001,48005001001,10.01,Angelina,TX,Texas,"Census Tract 10.01, Angelina County, Texas","4,886.00",377.00,"4,299.00",2.36,0.92,1.76,0.95,0.00,0.47,0.11,0.79,1.38,0.29,0.00,0.48,0.94,0.79,0.00,0.00,2.21,0.88,0.67,0.37,0.74,1.78,0.67,0.59,0.39,0.89,1.87,0.93,0.36,0.36,0.36,7.60,0.81,0.76,0.76,0.76,0.83,0.93,0.95,0.25,0.22,0.97,0.68,4.83,0.78,0.59,0.49,0.67,0.91,2.66,0.93,0.85,0.97,1.83,0.99,10.07,0.95,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.00,8.96,0.15,38.33,0.00,12.17,7.65,13.09,0.00,0.00,28.42,50.09,6.28,56.44,29.73,3.84,27.60,62.60,51.12,30.10,14.10,6.80,18.54,26.20,22.00,17.20,21.90,14.90,13.10,15.40,22.50,41.40,9.40,5.80,16.40,16.70,0.89,0.40,0.31,0.92,0.75,"53,519.82","85,310,409.06"
61468,48,005,001002,1400000US48005001002,48005001002,10.02,Angelina,TX,Texas,"Census Tract 10.02, Angelina County, Texas","4,031.00",446.00,"3,528.00",1.97,0.81,1.57,0.87,0.00,0.46,0.09,0.77,1.32,0.27,0.00,0.42,0.91,0.69,0.00,0.00,2.02,0.86,0.80,0.21,0.79,1.80,0.69,0.33,0.25,0.90,1.48,0.73,0.19,0.19,0.19,6.82,0.66,0.63,0.63,0.63,0.75,0.66,0.85,0.40,0.53,0.74,0.47,4.39,0.69,0.62,0.88,0.88,0.71,3.08,0.99,0.95,0.55,1.51,0.88,9.61,0.90,0.00,0.00,0.00,1.00,1.00,2.00,0.40,0.00,8.90,0.14,37.55,0.00,5.50,0.71,2.66,0.00,0.00,4.13,33.92,5.83,7.94,9.43,6.02,6.27,43.10,44.41,13.80,9.20,9.50,27.29,11.60,15.60,17.60,28.90,20.00,3.70,30.30,0.40,34.00,9.60,6.20,15.90,12.40,0.62,0.46,0.39,0.69,0.71,"81,107.88","226,724,998.62"
61469,48,005,001100,1400000US48005001100,48005001100,11,Angelina,TX,Texas,"Census Tract 11, Angelina County, Texas","6,716.00",430.00,"3,013.00",1.90,0.79,1.10,0.59,0.00,0.47,0.14,0.79,1.40,0.30,0.00,0.38,0.93,0.00,0.00,0.00,1.30,0.61,0.80,0.20,0.87,1.87,0.73,0.36,0.26,0.00,0.62,0.23,0.39,0.39,0.39,5.58,0.38,0.20,0.20,0.20,0.47,0.79,0.69,0.17,0.09,0.92,0.58,3.71,0.55,0.61,0.60,0.89,0.55,2.65,0.92,0.89,0.76,1.65,0.95,8.21,0.72,1.00,0.00,1.00,1.00,1.00,4.00,0.80,0.00,8.94,0.17,38.09,0.00,3.09,2.94,0.00,0.00,0.00,4.03,32.13,4.89,12.15,11.29,0.00,31.28,9.80,28.32,19.10,6.60,5.20,14.53,19.40,18.90,17.50,23.40,20.40,1.70,19.50,1.70,37.50,9.90,7.60,16.20,12.60,0.78,0.54,0.71,0.70,0.73,"111,796.61","263,629,913.67"
61470,48,005,001200,1400000US48005001200,48005001200,12,Angelina,TX,Texas,"Census Tract 12, Angelina County, Texas","2,400.00",354.00,"1,543.00",1.62,0.68,0.82,0.37,0.00,0.39,0.13,0.75,1.27,0.25,0.00,0.34,0.00,0.00,0.00,0.00,0.34,0.21,0.44,0.33,0.97,1.74,0.65,0.38,0.29,0.00,0.68,0.26,0.56,0.56,0.56,4.60,0.18,0.09,0.09,0.09,0.75,0.64,0.68,0.39,0.08,0.94,0.82,4.31,0.68,0.78,0.58,0.98,0.00,2.33,0.77,0.97,0.00,0.97,0.64,7.72,0.64,1.00,0.00,1.00,1.00,1.00,4.00,0.80,0.00,8.63,0.16,37.13,0.00,1.63,0.00,0.00,0.00,0.00,93.96,46.78,3.39,15.56,15.48,0.00,58.68,5.10,44.33,13.30,6.50,9.40,14.22,21.40,28.50,20.70,23.10,27.10,0.00,37.30,0.00,43.80,10.10,9.10,16.20,16.30,0.93,0.60,0.93,0.91,0.73,"127,030.46","497,949,164.08"
61471,48,005,001300,1400000US48005001300,48005001300,13,Angelina,TX,Texas,"Census Tract 13, Angelina County, Texas","5,566.00",622.00,"3,101.00",1.59,0.66,0.79,0.35,0.00,0.43,0.09,0.75,1.27,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.17,0.93,1.76,0.66,0.32,0.23,0.00,0.55,0.19,0.38,0.38,0.38,3.97,0.09,0.16,0.16,0.16,0.84,0.75,0.82,0.42,0.37,0.91,0.74,4.83,0.78,0.57,0.64,0.92,0.00,2.14,0.62,0.97,0.00,0.97,0.64,8.10,0.70,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,8.78,0.14,37.09,0.00,0.00,0.00,0.00,0.00,0.00,32.63,28.69,4.00,7.36,6.92,0.00,30.22,7.80,51.88,17.10,8.50,9.90,22.58,18.40,24.40,16.90,24.10,21.70,0.00,36.10,0.00,37.90,10.40,7.10,17.90,13.70,0.80,0.67,0.59,0.79,0.85,"148,114.51","439,523,921.70"
61472,48,007,950100,1400000US48007950100,48007950100,9501,Aransas,TX,Texas,"Census Tract 9501, Aransas County, Texas","5,333.00",761.00,"3,334.00",1.46,0.61,0.86,0.40,0.46,0.30,0.05,0.06,0.86,0.13,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.20,0.82,0.20,0.72,1.73,0.64,0.00,0.00,0.88,0.88,0.43,0.17,0.17,0.17,3.95,0.08,0.37,0.37,0.37,0.60,0.55,0.86,0.35,0.70,0.82,0.58,4.46,0.71,0.98,0.09,0.90,0.55,2.53,0.88,0.81,0.45,1.26,0.76,8.62,0.78,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.67,8.13,0.11,18.70,0.00,0.28,0.00,0.00,0.00,0.00,2.32,32.23,6.57,0.00,0.00,2.16,3.88,19.90,35.24,10.90,9.50,8.60,33.60,14.20,18.80,39.20,13.30,20.80,1.70,11.80,0.20,44.40,9.10,9.70,12.60,15.80,0.94,0.31,0.96,0.89,0.34,"291,608.75","557,073,836.72"
61473,48,007,950200,1400000US48007950200,48007950200,9502,Aransas,TX,Texas,"Census Tract 9502, Aransas County, Texas","1,085.00",195.00,"1,200.00",0.79,0.23,0.19,0.03,0.46,0.30,0.07,0.03,0.85,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.51,0.48,1.99,0.81,0.38,0.00,0.00,0.38,0.13,0.17,0.17,0.17,3.40,0.04,0.31,0.31,0.31,0.18,0.01,0.06,0.60,0.31,0.09,0.45,1.69,0.14,0.99,0.06,0.53,0.32,1.90,0.40,0.60,0.00,0.60,0.33,4.50,0.16,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.67,8.17,0.12,16.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.26,9.50,15.88,0.00,0.00,3.74,15.70,14.47,0.40,1.40,14.20,21.12,2.00,15.00,42.80,10.30,12.80,0.50,1.90,0.00,44.10,7.90,12.50,8.80,13.30,0.93,0.06,0.99,0.76,0.03,"10,718.33","4,344,479.63"
61474,48,007,950300,1400000US48007950300,48007950300,9503,Aransas,TX,Texas,"Census Tract 9503, Aransas County, Texas","7,598.00",694.00,"7,456.00",1.45,0.60,0.85,0.39,0.46,0.31,0.08,0.03,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.19,0.51,1.70,0.62,0.41,0.00,0.00,0.41,0.13,0.17,0.17,0.17,3.17,0.02,0.63,0.63,0.63,0.76,0.76,0.55,0.36,0.43,0.88,0.27,4.01,0.62,0.94,0.15,0.70,0.78,2.57,0.90,0.87,0.88,1.75,0.97,8.96,0.83,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.67,8.20,0.13,16.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.92,8.96,19.90,0.00,0.00,4.20,43.10,45.38,17.60,5.20,8.80,24.36,16.50,10.30,27.60,15.80,15.50,5.60,16.70,3.90,39.20,9.50,8.80,13.90,15.70,0.84,0.43,0.91,0.89,0.49,"16,961.22","16,807,854.33"
61475,48,007,950400,1400000US48007950400,48007950400,9504,Aransas,TX,Texas,"Census Tract 9504, Aransas County, Texas","4,573.00",699.00,"1,995.00",1.98,0.81,0.98,0.50,0.46,0.31,0.08,0.05,0.89,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.34,0.52,1.86,0.73,0.62,0.00,0.00,0.62,0.23,0.17,0.17,0.17,3.54,0.05,0.70,0.70,0.70,0.91,0.84,0.63,0.15,0.64,0.99,0.50,4.67,0.75,0.44,0.92,0.89,0.70,2.94,0.98,0.83,0.76,1.59,0.92,9.91,0.93,1.00,1.00,1.00,1.00,1.00,5.00,1.00,0.67,8.19,0.13,18.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.10,8.78,63.76,0.00,0.00,3.84,52.00,60.70,22.20,5.90,5.00,31.10,34.00,16.40,14.70,30.60,20.20,3.50,13.20,1.70,42.40,10.70,7.60,17.80,19.00,0.91,0.74,0.71,0.96,0.85,"14,642.01","6,061,240.56"
61476,48,007,950500,1400000US48007950500,48007950500,9505,Aransas,TX,Texas,"Census Tract 9505, Aransas County, Texas","5,873.00",874.00,"3,970.00",1.61,0.67,1.01,0.52,0.46,0.32,0.07,0.07,0.91,0.14,0.00,0.39,0.00,0.70,0.00,0.00,1.09,0.56,1.00,0.14,0.82,1.95,0.79,0.40,0.00,0.00,0.40,0.13,0.18,0.18,0.18,4.53,0.17,0.35,0.35,0.35,0.72,0.73,0.93,0.24,0.59,0.95,0.80,4.95,0.80,0.87,0.35,0.96,0.25,2.44,0.83,0.97,0.38,1.36,0.80,9.10,0.84,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.67,8.26,0.12,19.33,0.00,3.81,0.00,3.16,0.00,0.00,0.00,23.41,5.50,18.26,0.00,0.00,4.62,18.60,42.43,16.30,12.30,6.60,29.00,22.10,27.30,23.50,20.00,24.70,0.30,37.00,0.10,40.70,9.50,7.90,14.60,15.20,0.88,0.43,0.78,0.87,0.57,"116,646.98","170,606,648.59"
61477,48,009,020100,1400000US48009020100,48009020100,201,Archer,TX,Texas,"Census Tract 201, Archer County, Texas","2,939.00",174.00,"1,485.00",0.61,0.14,0.41,0.10,0.33,0.23,0.09,0.38,1.02,0.17,0.00,0.00,0.00,0.72,0.00,0.00,0.72,0.37,1.00,0.22,0.84,2.06,0.85,0.31,0.32,0.00,0.63,0.23,0.33,0.33,0.33,4.77,0.21,0.09,0.09,0.09,0.11,0.17,0.23,0.01,0.30,0.52,0.33,1.67,0.14,0.74,0.37,0.43,0.21,1.75,0.29,0.73,0.62,1.35,0.80,4.86,0.20,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.33,7.72,0.14,28.42,0.00,0.00,0.00,4.43,0.00,0.00,0.00,34.66,5.17,5.87,19.20,0.00,22.68,5.00,10.75,3.90,2.90,1.10,20.89,7.30,11.80,19.80,20.30,11.40,0.20,6.70,0.60,32.90,8.50,7.70,11.70,9.90,0.56,0.16,0.73,0.40,0.24,"72,633.56","183,490,118.34"
61478,48,009,020200,1400000US48009020200,48009020200,202,Archer,TX,Texas,"Census Tract 202, Archer County, Texas","2,323.00",203.00,"1,743.00",0.97,0.34,0.57,0.19,0.00,0.19,0.05,0.36,0.59,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,0.91,2.40,0.98,0.32,0.27,0.00,0.58,0.21,0.17,0.17,0.17,3.75,0.06,0.14,0.14,0.14,0.52,0.69,0.47,0.36,0.19,0.83,0.90,3.97,0.60,0.79,0.30,0.90,0.00,1.99,0.49,0.80,0.00,0.80,0.47,6.90,0.51,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,7.41,0.10,28.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.69,4.28,6.83,11.62,0.00,3.52,7.20,30.92,15.00,4.60,8.70,17.89,14.70,33.70,21.00,19.20,20.80,0.00,10.50,0.00,36.80,9.60,7.70,14.40,12.00,0.76,0.46,0.73,0.65,0.55,"247,706.04","1,359,529,504.53"
61479,48,009,020300,1400000US48009020300,48009020300,203,Archer,TX,Texas,"Census Tract 203, Archer County, Texas","3,454.00",191.00,"2,851.00",1.39,0.57,0.79,0.34,0.00,0.19,0.05,0.35,0.59,0.08,0.00,0.00,0.00,0.65,0.00,0.00,0.65,0.34,0.84,0.51,0.75,2.10,0.87,0.00,0.25,0.00,0.25,0.09,0.21,0.21,0.21,3.80,0.07,0.38,0.38,0.38,0.71,0.57,0.07,0.40,0.20,0.88,0.81,3.64,0.53,0.66,0.68,0.62,0.66,2.62,0.91,0.83,0.74,1.57,0.91,8.21,0.72,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.00,7.47,0.10,27.79,0.00,0.00,0.00,0.92,0.00,0.00,1.23,62.73,6.21,0.00,9.92,0.00,7.64,20.30,41.64,11.40,1.60,9.60,18.20,16.60,27.60,18.30,24.60,14.20,2.90,12.90,1.50,35.90,9.60,7.60,14.90,12.70,0.72,0.46,0.71,0.71,0.61,"168,328.48","854,459,480.11"
61480,48,011,950100,1400000US48011950100,48011950100,9501,Armstrong,TX,Texas,"Census Tract 9501, Armstrong County, Texas","1,973.00",102.00,"1,354.00",0.90,0.29,0.50,0.15,0.00,0.07,0.04,0.08,0.19,0.03,0.00,0.00,0.00,0.64,0.00,0.00,0.64,0.33,0.80,0.59,0.83,2.22,0.92,0.32,0.23,0.00,0.55,0.19,0.17,0.17,0.17,3.77,0.07,0.22,0.22,0.22,0.38,0.63,0.03,0.11,0.09,0.52,0.54,2.31,0.25,0.81,0.58,0.42,0.44,2.25,0.70,0.85,0.84,1.69,0.96,6.46,0.44,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,6.48,0.09,20.10,0.00,0.00,0.00,0.46,0.00,0.00,4.20,68.62,5.28,6.82,6.88,0.00,3.70,10.60,24.00,13.10,1.00,4.20,14.55,7.30,17.70,21.50,23.10,11.30,1.00,14.70,3.00,37.10,9.00,8.80,12.50,11.80,0.77,0.28,0.91,0.63,0.33,"194,643.47","2,366,667,950.14"
61481,48,013,960100,1400000US48013960100,48013960100,9601,Atascosa,TX,Texas,"Census Tract 9601, Atascosa County, Texas","7,213.00",683.00,"6,065.00",1.61,0.67,1.21,0.67,0.00,0.33,0.08,0.34,0.75,0.11,0.00,0.34,0.00,0.65,0.83,0.00,1.82,0.81,0.84,0.20,0.89,1.93,0.77,0.41,0.32,0.00,0.72,0.29,0.27,0.27,0.27,5.50,0.36,0.78,0.78,0.78,0.61,0.90,0.83,0.45,0.16,0.91,0.81,4.66,0.75,0.66,0.77,0.57,0.73,2.73,0.95,0.97,0.00,0.97,0.64,9.14,0.85,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.00,8.33,0.13,27.61,0.00,1.40,0.00,0.84,0.18,0.00,0.95,32.72,4.58,18.88,18.76,0.00,15.97,65.20,35.64,26.30,8.80,10.50,16.87,18.50,27.50,18.40,26.20,13.40,4.20,37.30,0.00,36.50,8.70,6.40,13.50,14.20,0.75,0.21,0.43,0.82,0.44,"161,187.45","974,117,608.58"
61482,48,013,960201,1400000US48013960201,48013960201,9602.01,Atascosa,TX,Texas,"Census Tract 9602.01, Atascosa County, Texas","7,326.00",689.00,"5,651.00",1.03,0.37,0.83,0.38,0.46,0.34,0.09,0.34,1.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.80,1.92,0.76,0.30,0.22,0.00,0.52,0.17,0.00,0.00,0.00,3.67,0.06,0.80,0.80,0.80,0.75,0.75,0.96,0.13,0.06,0.81,0.40,3.86,0.58,0.26,0.72,0.59,0.68,2.25,0.70,0.99,0.67,1.66,0.95,8.57,0.77,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.67,8.39,0.14,27.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.84,5.67,3.93,5.99,0.00,0.00,69.40,44.44,17.30,14.60,4.60,13.20,13.90,13.60,11.50,25.40,13.60,3.20,46.10,0.90,34.80,8.90,6.10,14.20,14.60,0.67,0.26,0.37,0.84,0.53,"67,017.31","224,606,326.83"
61483,48,013,960202,1400000US48013960202,48013960202,9602.02,Atascosa,TX,Texas,"Census Tract 9602.02, Atascosa County, Texas","11,041.00",951.00,"3,547.00",1.12,0.42,0.92,0.45,0.46,0.35,0.08,0.33,1.22,0.23,0.00,0.00,0.00,0.00,0.89,0.00,0.89,0.50,1.00,0.15,0.97,2.12,0.88,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,4.41,0.15,0.84,0.84,0.84,0.79,0.92,0.69,0.16,0.12,0.93,0.64,4.24,0.66,0.29,0.90,0.49,0.83,2.51,0.87,0.99,0.00,0.99,0.66,8.58,0.77,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.67,8.45,0.13,27.27,0.00,0.00,0.00,0.00,3.51,0.00,0.00,25.54,3.38,0.00,0.00,0.00,5.44,77.30,47.38,28.40,6.60,5.10,15.55,20.10,20.80,12.20,29.60,12.20,7.50,49.30,0.00,34.20,8.80,5.40,14.30,14.40,0.63,0.23,0.24,0.83,0.54,"114,603.22","323,686,202.51"
61484,48,013,960300,1400000US48013960300,48013960300,9603,Atascosa,TX,Texas,"Census Tract 9603, Atascosa County, Texas","3,707.00",166.00,"4,008.00",1.30,0.52,0.90,0.43,0.33,0.35,0.09,0.33,1.10,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.69,2.09,0.87,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,3.52,0.04,0.88,0.88,0.88,0.82,0.91,0.80,0.53,0.45,0.92,0.66,5.08,0.82,0.33,0.37,0.29,0.61,1.60,0.20,0.88,0.73,1.61,0.93,9.19,0.86,1.00,0.00,0.00,0.00,1.00,2.00,0.40,0.33,8.44,0.14,27.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.72,6.83,0.00,0.00,0.00,22.75,85.70,49.75,27.80,8.10,12.50,24.70,19.70,21.40,12.90,20.20,9.60,2.30,18.00,1.40,37.00,8.90,5.50,15.10,17.10,0.77,0.26,0.26,0.93,0.63,"26,708.89","22,634,501.19"
61485,48,013,960401,1400000US48013960401,48013960401,9604.01,Atascosa,TX,Texas,"Census Tract 9604.01, Atascosa County, Texas","2,450.00",320.00,814.00,1.22,0.48,1.02,0.53,0.46,0.38,0.09,0.32,1.25,0.24,0.00,0.00,0.00,0.00,0.88,0.00,0.88,0.50,1.00,0.20,1.00,2.20,0.92,0.54,0.00,0.00,0.54,0.19,0.13,0.13,0.13,4.99,0.25,0.82,0.82,0.82,0.57,0.97,0.91,0.30,0.02,0.95,0.81,4.52,0.72,0.36,0.93,0.10,0.81,2.20,0.67,0.99,0.00,0.99,0.65,8.53,0.77,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.67,8.56,0.14,27.06,0.00,0.00,0.00,0.00,2.55,0.00,0.00,32.96,2.00,44.57,0.00,0.00,0.26,72.80,33.73,38.00,11.40,7.60,9.52,22.90,27.50,13.30,31.20,6.70,6.60,43.70,0.00,32.60,8.90,5.20,14.70,13.90,0.54,0.26,0.21,0.80,0.58,"39,317.81","52,998,403.10"
61486,48,013,960402,1400000US48013960402,48013960402,9604.02,Atascosa,TX,Texas,"Census Tract 9604.02, Atascosa County, Texas","9,104.00",606.00,"10,231.00",0.92,0.31,0.72,0.30,0.33,0.35,0.20,0.37,1.24,0.24,0.00,0.42,0.00,0.00,0.00,0.00,0.42,0.24,0.71,0.28,0.53,1.52,0.46,0.57,0.00,0.00,0.57,0.20,0.43,0.43,0.43,4.19,0.11,0.68,0.68,0.68,0.40,0.52,0.50,0.38,0.20,0.84,0.19,3.03,0.40,0.48,0.87,0.31,0.49,2.16,0.63,0.82,0.81,1.64,0.94,7.51,0.61,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.33,8.43,0.20,28.23,0.00,6.17,0.00,0.00,0.00,0.00,19.44,41.67,8.67,51.63,0.00,0.00,36.36,50.10,25.01,10.40,4.80,9.20,18.09,15.10,7.90,15.30,28.80,9.90,1.30,12.60,2.40,34.70,8.50,7.10,12.80,12.40,0.66,0.16,0.59,0.69,0.36,"44,755.03","56,979,600.24"
61487,48,013,960500,1400000US48013960500,48013960500,9605,Atascosa,TX,Texas,"Census Tract 9605, Atascosa County, Texas","2,545.00",402.00,"2,204.00",1.47,0.61,0.87,0.40,0.00,0.29,0.05,0.34,0.67,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.30,0.89,2.03,0.83,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,2.89,0.01,0.85,0.85,0.85,0.82,0.95,0.93,0.10,0.12,0.94,0.87,4.74,0.76,0.65,0.78,0.32,0.86,2.62,0.91,0.96,0.00,0.96,0.62,9.16,0.85,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.00,8.11,0.10,27.48,0.00,0.00,0.00,0.00,0.00,0.00,1.33,44.19,4.67,0.00,0.00,0.00,5.77,78.60,49.94,34.70,12.60,3.90,15.63,21.90,31.40,18.20,26.50,10.00,9.20,32.10,0.00,37.80,9.20,5.90,15.60,16.80,0.80,0.34,0.33,0.92,0.68,"130,862.80","694,494,866.27"
